country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
Canada,CAN,2/14/2021,1272900,971168,301732,17824,27943,3.37,2.57,0.8,740,"Moderna, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,2/15/2021,1282761,972779,309982,9861,26288,3.4,2.58,0.82,697,"Moderna, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,2/16/2021,1308918,981148,327770,26157,26343,3.47,2.6,0.87,698,"Moderna, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,2/17/2021,1329398,985975,343423,20480,25017,3.52,2.61,0.91,663,"Moderna, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,2/18/2021,1356423,993291,363132,27025,24248,3.59,2.63,0.96,642,"Moderna, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,2/19/2021,1404273,1016579,387694,47850,26062,3.72,2.69,1.03,691,"Moderna, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,2/20/2021,1453980,1049514,404466,49707,28415,3.85,2.78,1.07,753,"Moderna, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,2/21/2021,1496377,1078899,417478,42397,31925,3.96,2.86,1.11,846,"Moderna, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,2/22/2021,1558110,1108564,449546,61733,39336,4.13,2.94,1.19,1042,"Moderna, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,2/23/2021,1606472,1138700,467772,48362,42508,4.26,3.02,1.24,1126,"Moderna, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,2/24/2021,1652562,1170515,482047,46090,46166,4.38,3.1,1.28,1223,"Moderna, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,2/25/2021,1711455,1212595,498860,58893,50719,4.53,3.21,1.32,1344,"Moderna, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,2/26/2021,1778706,1266731,511975,67251,53490,4.71,3.36,1.36,1417,"Moderna, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,2/27/2021,1840435,1320653,519782,61729,55208,4.88,3.5,1.38,1463,"Moderna, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,2/28/2021,1887059,1362034,525025,46624,55812,5,3.61,1.39,1479,"Moderna, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,3/1/2021,1946200,1407961,538239,59141,55441,5.16,3.73,1.43,1469,"Moderna, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,3/2/2021,2018238,1470034,548204,72038,58824,5.35,3.89,1.45,1559,"Moderna, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,3/3/2021,2091700,1537273,554427,73462,62734,5.54,4.07,1.47,1662,"Moderna, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,3/4/2021,2169417,1610535,558882,77717,65423,5.75,4.27,1.48,1733,"Moderna, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,3/5/2021,2255174,1693203,561971,85757,68067,5.98,4.49,1.49,1803,"Moderna, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,3/6/2021,2329622,1765405,564217,74448,69884,6.17,4.68,1.49,1852,"Moderna, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,3/7/2021,2387189,1821470,565719,57567,71447,6.32,4.83,1.5,1893,"Moderna, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,3/8/2021,2473868,1898266,575602,86679,75381,6.55,5.03,1.53,1997,"Moderna, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,3/9/2021,2543253,1964221,579032,69385,75002,6.74,5.2,1.53,1987,"Moderna, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,3/10/2021,2621289,2037806,583483,78036,75656,6.95,5.4,1.55,2005,"Moderna, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,3/11/2021,2719317,2131666,587651,98028,78557,7.2,5.65,1.56,2081,"Moderna, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,3/12/2021,2830164,2239490,590674,110847,82141,7.5,5.93,1.57,2176,"Moderna, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,3/13/2021,2934007,2340676,593331,103843,86341,7.77,6.2,1.57,2288,"Moderna, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,3/14/2021,3026665,2431332,595333,92658,91354,8.02,6.44,1.58,2420,"Moderna, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,3/15/2021,3151305,2550387,600918,124640,96777,8.35,6.76,1.59,2564,"Moderna, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Cayman Islands,CYM,12/26/2020,0,0,,,,0,0,,,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-news
Cayman Islands,CYM,12/27/2020,,,,,275,,,,4184,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-news
Cayman Islands,CYM,12/28/2020,,,,,275,,,,4184,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-news
Cayman Islands,CYM,12/29/2020,,,,,275,,,,4184,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-news
Cayman Islands,CYM,12/30/2020,,,,,275,,,,4184,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-news
Cayman Islands,CYM,12/31/2020,,,,,275,,,,4184,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-news
Cayman Islands,CYM,1/1/2021,,,,,275,,,,4184,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-news
Cayman Islands,CYM,1/2/2021,,,,,275,,,,4184,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-news
Cayman Islands,CYM,1/3/2021,,,,,275,,,,4184,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-news
Cayman Islands,CYM,1/4/2021,,,,,275,,,,4184,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-news
Cayman Islands,CYM,1/5/2021,,,,,275,,,,4184,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-news
Cayman Islands,CYM,1/6/2021,,,,,275,,,,4184,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-news
Cayman Islands,CYM,1/7/2021,,,,,275,,,,4184,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-news
Cayman Islands,CYM,1/8/2021,,,,,275,,,,4184,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-news
Cayman Islands,CYM,1/9/2021,,,,,275,,,,4184,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-news
Cayman Islands,CYM,1/10/2021,,,,,275,,,,4184,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-news
Cayman Islands,CYM,1/11/2021,,,,,275,,,,4184,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-news
Cayman Islands,CYM,1/12/2021,,,,,275,,,,4184,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-news
Cayman Islands,CYM,1/13/2021,,,,,275,,,,4184,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-news
Cayman Islands,CYM,1/14/2021,,,,,275,,,,4184,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-news
Cayman Islands,CYM,1/15/2021,,,,,275,,,,4184,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-news
Cayman Islands,CYM,1/16/2021,,,,,275,,,,4184,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-news
Cayman Islands,CYM,1/17/2021,,,,,275,,,,4184,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-news
Cayman Islands,CYM,1/18/2021,,,,,275,,,,4184,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-news
Cayman Islands,CYM,1/19/2021,,,,,275,,,,4184,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-news
Cayman Islands,CYM,1/20/2021,,,,,275,,,,4184,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-news
Cayman Islands,CYM,1/21/2021,,,,,275,,,,4184,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-news
Cayman Islands,CYM,1/22/2021,,,,,275,,,,4184,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-news
Cayman Islands,CYM,1/23/2021,,,,,275,,,,4184,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-news
Cayman Islands,CYM,1/24/2021,,,,,275,,,,4184,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-news
Cayman Islands,CYM,1/25/2021,,,,,275,,,,4184,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-news
Cayman Islands,CYM,1/26/2021,,,,,275,,,,4184,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-news
Cayman Islands,CYM,1/27/2021,,,,,275,,,,4184,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-news
Cayman Islands,CYM,1/28/2021,,,,,275,,,,4184,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-news
Cayman Islands,CYM,1/29/2021,,,,,275,,,,4184,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-news
Cayman Islands,CYM,1/30/2021,,,,,275,,,,4184,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-news
Cayman Islands,CYM,1/31/2021,,,,,275,,,,4184,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-news
Cayman Islands,CYM,2/1/2021,,,,,275,,,,4184,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-news
Cayman Islands,CYM,2/2/2021,,,,,275,,,,4184,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-news
Cayman Islands,CYM,2/3/2021,,,,,275,,,,4184,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-news
Cayman Islands,CYM,2/4/2021,11008,7811,3197,,275,16.75,11.89,4.86,4184,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-news
Cayman Islands,CYM,2/5/2021,,,,,310,,,,4717,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-news
Cayman Islands,CYM,2/6/2021,,,,,345,,,,5250,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-news
Cayman Islands,CYM,2/7/2021,,,,,380,,,,5782,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-news
Cayman Islands,CYM,2/8/2021,,,,,415,,,,6315,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-news
Cayman Islands,CYM,2/9/2021,13609,8839,4770,,450,20.71,13.45,7.26,6847,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-news
Cayman Islands,CYM,2/10/2021,14086,8912,5174,477,479,21.43,13.56,7.87,7288,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-news
Cayman Islands,CYM,2/11/2021,,,,,544,,,,8278,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-news
Cayman Islands,CYM,2/12/2021,15543,9172,6371,,574,23.65,13.96,9.69,8734,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-news
Cayman Islands,CYM,2/13/2021,,,,,533,,,,8110,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-news
Cayman Islands,CYM,2/14/2021,,,,,492,,,,7486,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-news
Cayman Islands,CYM,2/15/2021,,,,,452,,,,6878,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-news
Cayman Islands,CYM,2/16/2021,,,,,411,,,,6254,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-news
Cayman Islands,CYM,2/17/2021,16725,9783,6942,,377,25.45,14.89,10.56,5736,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-news
Cayman Islands,CYM,2/18/2021,,,,,313,,,,4763,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-news
Cayman Islands,CYM,2/19/2021,17285,10277,7008,,249,26.3,15.64,10.66,3789,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-news
Cayman Islands,CYM,2/20/2021,18159,10521,7638,874,340,27.63,16.01,11.62,5173,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-news
Cayman Islands,CYM,2/21/2021,,,,,391,,,,5949,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-news
Cayman Islands,CYM,2/22/2021,,,,,442,,,,6726,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-news
Cayman Islands,CYM,2/23/2021,19938,12245,7693,,493,30.34,18.63,11.71,7502,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-news
Cayman Islands,CYM,2/24/2021,20468,12710,7758,530,535,31.14,19.34,11.8,8141,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-news
Cayman Islands,CYM,2/25/2021,21106,,,638,586,32.12,,,8917,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-news
Cayman Islands,CYM,2/26/2021,,,,,615,,,,9358,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-news
Cayman Islands,CYM,2/27/2021,,,,,559,,,,8506,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-news
Cayman Islands,CYM,2/28/2021,,,,,544,,,,8278,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-news
Cayman Islands,CYM,3/1/2021,,,,,528,,,,8034,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-news
Cayman Islands,CYM,3/2/2021,,,,,512,,,,7791,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-news
Cayman Islands,CYM,3/3/2021,24008,,,,506,36.53,,,7699,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-news
Cayman Islands,CYM,3/4/2021,,,,,598,,,,9099,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-news
Cayman Islands,CYM,3/5/2021,26580,17702,8878,,713,40.44,26.94,13.51,10849,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-news
Cayman Islands,CYM,3/6/2021,,,,,754,,,,11473,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-news
Cayman Islands,CYM,3/7/2021,,,,,795,,,,12097,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-news
Cayman Islands,CYM,3/8/2021,,,,,836,,,,12721,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-news
Cayman Islands,CYM,3/9/2021,,,,,877,,,,13344,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-news
Cayman Islands,CYM,3/10/2021,,,,,918,,,,13968,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-news
Cayman Islands,CYM,3/11/2021,,,,,845,,,,12858,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-news
Cayman Islands,CYM,3/12/2021,31980,21864,10116,,771,48.66,33.27,15.39,11732,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-news
Chile,CHL,12/24/2020,420,420,,,,0,0,,,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
Chile,CHL,12/25/2020,5198,5198,,4778,4778,0.03,0.03,,250,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
Chile,CHL,12/26/2020,8338,8338,,3140,3959,0.04,0.04,,207,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
Chile,CHL,12/27/2020,8649,8649,,311,2743,0.05,0.05,,143,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
Chile,CHL,12/28/2020,8649,8649,,0,2057,0.05,0.05,,108,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
Chile,CHL,12/29/2020,8649,8649,,0,1646,0.05,0.05,,86,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
Chile,CHL,12/30/2020,8649,8649,,0,1372,0.05,0.05,,72,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
Chile,CHL,12/31/2020,8649,8649,,0,1176,0.05,0.05,,62,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
Chile,CHL,1/1/2021,8649,8649,,0,493,0.05,0.05,,26,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
Chile,CHL,1/2/2021,8649,8649,,0,44,0.05,0.05,,2,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
Chile,CHL,1/3/2021,8649,8649,,0,,0.05,0.05,,,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
Chile,CHL,1/4/2021,9054,9054,,405,58,0.05,0.05,,3,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
Chile,CHL,1/5/2021,10497,10497,,1443,264,0.05,0.05,,14,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
Chile,CHL,1/6/2021,10702,10702,,205,293,0.06,0.06,,15,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
Chile,CHL,1/7/2021,10702,10702,,0,293,0.06,0.06,,15,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
Chile,CHL,1/8/2021,10702,10702,,0,293,0.06,0.06,,15,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
Chile,CHL,1/9/2021,10702,10702,,0,293,0.06,0.06,,15,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
Chile,CHL,1/10/2021,10702,10702,,0,293,0.06,0.06,,15,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
Chile,CHL,1/11/2021,10702,10702,,0,235,0.06,0.06,,12,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
Chile,CHL,1/12/2021,10702,10702,,0,29,0.06,0.06,,2,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
Chile,CHL,1/13/2021,11732,10703,1029,1030,147,0.06,0.06,0.01,8,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
Chile,CHL,1/14/2021,18646,12821,5825,6914,1135,0.1,0.07,0.03,59,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
Chile,CHL,1/15/2021,22075,13778,8297,3429,1625,0.12,0.07,0.04,85,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
Chile,CHL,1/16/2021,22165,13801,8364,90,1638,0.12,0.07,0.04,86,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
Chile,CHL,1/17/2021,22165,13801,8364,0,1638,0.12,0.07,0.04,86,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
Chile,CHL,1/18/2021,33210,24846,8364,11045,3215,0.17,0.13,0.04,168,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
Chile,CHL,1/19/2021,52560,44194,8366,19350,5980,0.27,0.23,0.04,313,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
Chile,CHL,1/20/2021,61869,53503,8366,9309,7162,0.32,0.28,0.04,375,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
Chile,CHL,1/21/2021,64930,56564,8366,3061,6612,0.34,0.3,0.04,346,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
Chile,CHL,1/22/2021,65342,56976,8366,412,6181,0.34,0.3,0.04,323,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
Chile,CHL,1/23/2021,65342,56976,8366,0,6168,0.34,0.3,0.04,323,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
Chile,CHL,1/24/2021,65342,56976,8366,0,6168,0.34,0.3,0.04,323,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
Chile,CHL,1/25/2021,66759,56993,9766,1417,4793,0.35,0.3,0.05,251,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
Chile,CHL,1/26/2021,67375,57014,10361,616,2116,0.35,0.3,0.05,111,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
Chile,CHL,1/27/2021,67410,57015,10395,35,792,0.35,0.3,0.05,41,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
Chile,CHL,1/28/2021,67410,57015,10395,0,354,0.35,0.3,0.05,19,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
Chile,CHL,1/29/2021,67415,57015,10400,5,296,0.35,0.3,0.05,15,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
Chile,CHL,1/30/2021,67415,57015,10400,0,296,0.35,0.3,0.05,15,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
Chile,CHL,1/31/2021,67415,57015,10400,0,296,0.35,0.3,0.05,15,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
Chile,CHL,2/1/2021,67415,57015,10400,0,94,0.35,0.3,0.05,5,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
Chile,CHL,2/2/2021,80608,70202,10406,13193,1890,0.42,0.37,0.05,99,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
Chile,CHL,2/3/2021,250953,240547,10406,170345,26220,1.31,1.26,0.05,1372,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
Chile,CHL,2/4/2021,427107,414593,12514,176154,51385,2.23,2.17,0.07,2688,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
Chile,CHL,2/5/2021,596398,583214,13184,169291,75569,3.12,3.05,0.07,3953,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
Chile,CHL,2/6/2021,624271,611082,13189,27873,79551,3.27,3.2,0.07,4161,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
Chile,CHL,2/7/2021,632905,619716,13189,8634,80784,3.31,3.24,0.07,4226,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
Chile,CHL,2/8/2021,866097,841141,24956,233192,114097,4.53,4.4,0.13,5969,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
Chile,CHL,2/9/2021,1127880,1083573,44307,261783,149610,5.9,5.67,0.23,7826,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
Chile,CHL,2/10/2021,1408638,1356003,52635,280758,165384,7.37,7.09,0.28,8652,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
Chile,CHL,2/11/2021,1662714,1607213,55501,254076,176515,8.7,8.41,0.29,9234,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
Chile,CHL,2/12/2021,1892141,1836433,55708,229427,185106,9.9,9.61,0.29,9683,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
Chile,CHL,2/13/2021,1921674,1865932,55742,29533,185343,10.05,9.76,0.29,9696,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
Chile,CHL,2/14/2021,1926139,1870397,55742,4465,184748,10.08,9.78,0.29,9664,"Pfizer/BioNTech, Sinovac",Department of Statistics and Health Information,https://www.gob.cl/yomevacuno/
